
input\BAIS_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Pena-2016Non-restoration	22500.00	45	49.00000	23	46.001	13.109	28.50	28.775	73.539	45.64
Pena-2016Restoration	18500.00	37	49.00000	12	29.190	9.3303	31.96	17.247	49.403	37.06
PEPO-2013Non-restoration	2000.000	4	49.00000	3	67.502	43.163	63.94	17.087	266.67	3.02
Robl-2014Non-restoration	1500.000	3	49.00000	6	180.00	104.16	57.86	37.810	856.97	2.02
Robl-2015Non-restoration	2000.000	4	49.00000	0	0.00000	33.876	100.07	4.7776	239.87	-
Robl-2016Non-restoration	2000.000	4	49.00000	5	112.50	56.790	50.48	36.856	343.41	3.04
RUBE-2013Non-restoration	2000.000	4	49.00000	0	0.00000	39.171	57.86	19.200	238.75	3.03
SBla-2015Non-restoration	17000.00	34	49.00000	15	39.707	12.226	30.79	23.870	66.050	34.05
SLu2-2015Non-restoration	14500.00	29	49.00000	23	71.381	10.716	15.01	55.432	91.919	32.06
SLui-2014Non-restoration	10500.00	21	49.00000	48	205.72	59.494	28.92	126.28	335.12	20.72
SLui-2015Non-restoration	15000.00	30	49.00000	28	84.002	13.978	16.64	63.497	111.13	32.35
SLui-2016Non-restoration	16500.00	33	49.00000	34	92.730	25.175	27.15	59.057	145.60	33.32
SLui-2016Restoration	14500.00	29	49.00000	74	229.66	31.737	13.82	181.97	289.86	32.88
TiVe-2014Non-restoration	14500.00	29	49.00000	0	0.00000	15.924	28.42	34.896	89.968	29.00
TiVe-2015Non-restoration	15000.00	30	49.00000	2	6.0002	4.1753	69.59	2.0632	17.450	29.18
VENA-2015Non-restoration	3000.000	6	49.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\AMSP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	24.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	24.00000	11	42.650	16.234	38.06	23.012	79.045	47.77
Aguj-2015Non-restoration	22500.00	45	24.00000	21	79.612	14.558	18.29	58.849	107.70	71.80
AT-2014Non-restoration	8450.000	20	24.00000	0	0.00000	8.6013	53.84	6.6809	38.207	19.19
AT-2015Non-restoration	6000.000	12	24.00000	0	0.00000	13.678	30.39	26.427	76.630	11.36
AT-2016Non-restoration	6000.000	12	24.00000	0	0.00000	31.342	25.25	79.566	193.64	11.50
AU-2014Non-restoration	75200.00	114	24.00000	14	15.880	5.0675	31.91	9.4803	26.600	131.18
AU-2015Non-restoration	24500.00	49	24.00000	2	6.9632	4.9091	70.50	2.4010	20.194	49.47
AU-2016Non-restoration	23500.00	47	24.00000	1	3.6297	3.6433	100.37	0.89428	14.733	47.58
AV-2015Non-restoration	21000.00	42	24.00000	0	0.00000	11.655	20.92	39.351	78.887	43.91
AV-2016Non-restoration	20500.00	41	24.00000	0	0.00000	3.3050	100.07	0.81239	13.427	40.90
CaJa-2015Non-restoration	6000.000	12	24.00000	1	14.217	14.269	100.37	3.1812	63.533	11.26
CaJa-2016Non-restoration	6000.000	12	24.00000	0	0.00000	38.975	64.96	20.688	174.03	11.08
Coy1-2014Non-restoration	7000.000	14	24.00000	2	24.371	16.690	68.48	8.1483	72.893	13.42
Coy1-2015Non-restoration	6500.000	13	24.00000	1	13.123	13.172	100.37	2.9694	57.996	12.97
Coy1-2016Non-restoration	6500.000	13	24.00000	0	0.00000	21.972	45.34	22.446	104.64	12.17
Coy2-2007Non-restoration	4005.000	4	24.00000	12	255.58	41.240	16.14	186.96	349.39	5.88
Coy2-2008Non-restoration	6057.000	6	24.00000	0	0.00000	7.6011	20.46	24.853	55.526	5.37
Coy2-2009Non-restoration	6032.000	6	24.00000	1	14.141	14.206	100.46	2.6415	75.703	5.11
Coy2-2010Non-restoration	6032.000	6	24.00000	2	28.282	28.412	100.46	5.2831	151.41	5.07
Coy2-2011Non-restoration	6032.000	6	24.00000	0	0.00000	16.299	36.41	22.062	90.822	5.11
Coy2-2012Non-restoration	6032.000	6	24.00000	0	0.00000	29.471	56.43	18.141	150.34	5.05
Coy2-2013Non-restoration	6032.000	6	24.00000	0	0.00000	2.1891	37.26	2.8640	12.052	5.27
Coy2-2014Non-restoration	8500.000	17	24.00000	5	50.176	24.707	49.24	22.311	112.84	17.03
Coy2-2015Non-restoration	8500.000	17	24.00000	6	60.211	21.035	34.94	33.437	108.42	18.15
Coy2-2016Non-restoration	10500.00	21	24.00000	1	8.1237	8.1540	100.37	1.9272	34.245	20.50
Dama-2014Non-restoration	10500.00	21	24.00000	0	0.00000	21.219	41.26	25.971	101.85	20.35
Dama-2015Non-restoration	10500.00	21	24.00000	2	16.247	11.285	69.46	5.5144	47.871	20.63
Dama-2016Non-restoration	11500.00	23	24.00000	0	0.00000	5.8915	100.07	1.4087	24.606	22.52
EHpO-2015Non-restoration	19000.00	38	24.00000	0	0.00000	7.2501	21.86	23.041	47.719	39.39
EHpO-2016Non-restoration	25000.00	50	24.00000	0	0.00000	5.9631	30.12	12.086	32.440	50.63
EjSP-2015Non-restoration	2000.000	4	24.00000	0	0.00000	22.517	100.07	3.1757	159.42	3.57
EjSP-2016Non-restoration	2000.000	4	24.00000	0	0.00000	263.12	79.56	64.090	1706.6	3.03
EL15-2013Non-restoration	2000.000	4	24.00000	0	0.00000	22.517	100.07	3.1757	159.42	3.05
EL15-2014Non-restoration	9500.000	19	24.00000	1	8.9789	9.0123	100.37	2.1137	38.141	19.23
EL15-2015Non-restoration	9500.000	19	24.00000	8	71.831	20.800	28.96	44.112	116.97	21.67
EL15-2016Non-restoration	9500.000	19	24.00000	0	0.00000	4.7405	100.07	1.1176	20.078	18.15
El24-2008Non-restoration	5991.000	6	24.00000	0	0.00000	15.231	20.28	50.437	111.87	5.38
El24-2009Non-restoration	5994.000	6	24.00000	0	0.00000	9.5097	63.33	4.6681	48.299	5.04
El24-2010Non-restoration	5994.000	6	24.00000	2	28.461	18.226	64.04	8.8165	91.880	5.19
El24-2011Non-restoration	5994.000	6	24.00000	1	14.231	14.210	99.85	2.6779	75.624	5.01
El24-2012Non-restoration	5994.000	6	24.00000	0	0.00000	7.5149	100.10	1.4025	40.191	5.18
El24-2013Non-restoration	7994.000	10	24.00000	0	0.00000	35.346	104.65	6.9849	163.33	9.02
El24-2014Non-restoration	18500.00	37	24.00000	0	0.00000	9.8344	36.75	14.676	48.786	36.80
El25-2014Non-restoration	13500.00	27	24.00000	0	0.00000	7.9157	59.37	5.2248	34.028	26.22
El5b-2015Non-restoration	5500.000	11	24.00000	1	15.509	15.567	100.37	3.4235	70.258	10.06
El5b-2016Non-restoration	6000.000	12	24.00000	2	28.433	19.326	67.97	9.4310	85.721	11.36
El5b-2016Restoration	3500.000	7	24.00000	0	0.00000	2.1879	64.82	1.0714	10.632	6.10
ElGr-2014Non-restoration	13500.00	27	24.00000	2	12.637	8.8299	69.87	4.3161	36.999	26.81
ElGr-2015Non-restoration	13500.00	27	24.00000	6	37.911	14.290	37.69	20.407	70.427	28.95
ElMu-2014Non-restoration	12000.00	24	24.00000	6	42.650	15.838	37.13	23.097	78.753	25.70
ElMu-2015Non-restoration	12500.00	25	24.00000	8	54.591	16.915	30.98	32.621	91.360	28.20
ElUn-2015Non-restoration	6000.000	12	24.00000	1	14.217	14.269	100.37	3.1812	63.533	11.24
ElUn-2016Non-restoration	6000.000	12	24.00000	0	0.00000	7.5057	100.07	1.6810	33.465	11.10
Grgz-2015Non-restoration	2500.000	5	24.00000	2	68.239	42.202	61.84	20.556	226.53	4.16
HORM-2015Non-restoration	1500.000	3	24.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	24.00000	0	0.00000	10.995	67.19	5.4168	49.436	10.07
Mim-2014Non-restoration	49000.00	98	24.00000	0	0.00000	1.2940	70.45	0.64006	5.2710	97.58
Mim-2015Non-restoration	29500.00	59	24.00000	0	0.00000	3.5892	39.21	4.8650	17.220	59.13
Mim-2016Non-restoration	39500.00	79	24.00000	0	0.00000	5.9722	32.76	10.715	31.011	80.19
MIMB-2016Non-restoration	5000.000	10	24.00000	0	0.00000	36.061	66.78	17.756	164.24	9.06
MIMB-2016Restoration	5000.000	10	24.00000	0	0.00000	71.106	25.49	176.57	440.87	9.42
PDAl-2014Non-restoration	28000.00	56	24.00000	3	9.1392	5.2395	57.33	3.7486	22.282	57.58
PDAl-2015Non-restoration	28000.00	56	24.00000	5	15.232	6.6902	43.92	7.5506	30.728	59.49
PDAl-2016Non-restoration	28000.00	56	24.00000	0	0.00000	6.6439	29.53	13.875	36.488	56.91
PDAl-2016Restoration	13500.00	27	24.00000	0	0.00000	26.764	28.67	57.823	150.66	26.96
Pena-2015Non-restoration	22500.00	45	24.00000	6	22.746	8.9607	39.39	12.031	43.005	48.53
Pena-2016Non-restoration	22500.00	45	24.00000	5	18.955	9.8695	52.07	8.3320	43.123	46.52
Pena-2016Restoration	18500.00	37	24.00000	2	9.2215	6.4786	70.25	3.1678	26.844	37.11
PEPO-2013Non-restoration	2000.000	4	24.00000	0	0.00000	43.163	63.94	17.087	266.67	3.02
Robl-2014Non-restoration	1500.000	3	24.00000	0	0.00000	104.16	57.86	37.810	856.97	2.02
Robl-2015Non-restoration	2000.000	4	24.00000	0	0.00000	33.876	100.07	4.7776	239.87	-
Robl-2016Non-restoration	2000.000	4	24.00000	0	0.00000	56.790	50.48	36.856	343.41	3.04
RUBE-2013Non-restoration	2000.000	4	24.00000	0	0.00000	39.171	57.86	19.200	238.75	3.03
SBla-2015Non-restoration	17000.00	34	24.00000	0	0.00000	12.226	30.79	23.870	66.050	34.05
SLu2-2015Non-restoration	14500.00	29	24.00000	3	17.648	9.9361	56.30	7.2384	43.028	29.36
SLui-2014Non-restoration	10500.00	21	24.00000	4	32.495	19.257	59.26	12.639	83.546	20.88
SLui-2015Non-restoration	15000.00	30	24.00000	6	34.120	13.010	38.13	18.282	63.679	32.21
SLui-2016Non-restoration	16500.00	33	24.00000	1	5.1696	5.1889	100.37	1.2578	21.247	33.32
SLui-2016Restoration	14500.00	29	24.00000	2	11.765	8.2325	69.97	4.0244	34.396	28.87
TiVe-2014Non-restoration	14500.00	29	24.00000	0	0.00000	15.924	28.42	34.896	89.968	29.00
TiVe-2015Non-restoration	15000.00	30	24.00000	2	11.373	7.9630	70.02	3.8929	33.227	29.90
VENA-2015Non-restoration	3000.000	6	24.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\SPSP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	105.0000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	105.0000	6	27.812	20.559	73.92	9.1675	84.378	43.19
Aguj-2015Non-restoration	22500.00	45	105.0000	6	27.194	15.368	56.51	11.230	65.853	44.33
AT-2014Non-restoration	8450.000	20	105.0000	8	96.548	34.854	36.10	52.741	176.74	19.35
AT-2015Non-restoration	6000.000	12	105.0000	6	101.98	30.947	30.35	59.918	173.56	11.29
AT-2016Non-restoration	6000.000	12	105.0000	15	254.95	98.029	38.45	130.99	496.19	11.18
AU-2014Non-restoration	75200.00	114	105.0000	192	260.37	38.257	14.69	204.37	331.72	126.43
AU-2015Non-restoration	24500.00	49	105.0000	6	24.974	9.6882	38.79	13.331	46.788	48.76
AU-2016Non-restoration	23500.00	47	105.0000	28	121.51	39.775	32.74	71.138	207.54	47.03
AV-2015Non-restoration	21000.00	42	105.0000	14	67.986	23.856	35.09	38.324	120.60	41.80
AV-2016Non-restoration	20500.00	41	105.0000	0	0.00000	3.3050	100.07	0.81239	13.427	40.90
CaJa-2015Non-restoration	6000.000	12	105.0000	3	50.989	26.686	52.34	21.088	123.29	11.10
CaJa-2016Non-restoration	6000.000	12	105.0000	10	169.96	78.942	46.45	76.911	375.60	11.12
Coy1-2014Non-restoration	7000.000	14	105.0000	31	451.62	155.22	34.37	250.13	815.41	13.26
Coy1-2015Non-restoration	6500.000	13	105.0000	25	392.23	91.801	23.41	260.26	591.10	12.53
Coy1-2016Non-restoration	6500.000	13	105.0000	70	1098.2	328.39	29.90	652.64	1848.1	12.32
Coy2-2007Non-restoration	4005.000	4	105.0000	3	76.389	25.642	33.57	35.635	163.75	3.06
Coy2-2008Non-restoration	6057.000	6	105.0000	7	117.86	61.221	51.95	44.101	314.96	5.04
Coy2-2009Non-restoration	6032.000	6	105.0000	1	16.906	16.833	99.57	3.1777	89.947	5.11
Coy2-2010Non-restoration	6032.000	6	105.0000	7	118.34	31.435	26.56	70.195	199.52	5.17
Coy2-2011Non-restoration	6032.000	6	105.0000	7	118.34	31.422	26.55	70.210	199.48	5.17
Coy2-2012Non-restoration	6032.000	6	105.0000	3	50.719	34.800	68.61	14.528	177.07	5.03
Coy2-2013Non-restoration	6032.000	6	105.0000	4	67.625	67.724	100.15	12.622	362.32	5.01
Coy2-2014Non-restoration	8500.000	17	105.0000	58	695.86	201.64	28.98	424.22	1141.4	16.46
Coy2-2015Non-restoration	8500.000	17	105.0000	22	263.95	76.301	28.91	161.09	432.46	16.46
Coy2-2016Non-restoration	10500.00	21	105.0000	13	126.26	49.902	39.52	65.479	243.46	20.31
Dama-2014Non-restoration	10500.00	21	105.0000	6	58.274	25.031	42.96	28.670	118.44	20.26
Dama-2015Non-restoration	10500.00	21	105.0000	21	203.96	53.126	26.05	131.20	317.05	20.71
Dama-2016Non-restoration	11500.00	23	105.0000	2	17.735	12.268	69.17	6.0622	51.886	22.11
EHpO-2015Non-restoration	19000.00	38	105.0000	6	32.204	12.277	38.12	17.303	59.936	37.61
EHpO-2016Non-restoration	25000.00	50	105.0000	10	40.792	17.538	42.99	20.454	81.352	49.63
EjSP-2015Non-restoration	2000.000	4	105.0000	0	0.00000	22.517	100.07	3.1757	159.42	3.57
EjSP-2016Non-restoration	2000.000	4	105.0000	1	50.989	51.019	100.06	7.1947	361.36	3.03
EL15-2013Non-restoration	2000.000	4	105.0000	2	101.98	58.982	57.84	28.910	359.73	3.02
EL15-2014Non-restoration	9500.000	19	105.0000	27	289.83	89.222	30.78	172.13	488.03	18.46
EL15-2015Non-restoration	9500.000	19	105.0000	27	289.83	71.002	24.50	190.86	440.12	18.73
EL15-2016Non-restoration	9500.000	19	105.0000	16	171.75	80.148	46.66	79.585	370.66	18.20
El24-2008Non-restoration	5991.000	6	105.0000	0	0.00000	15.231	20.28	50.437	111.87	5.38
El24-2009Non-restoration	5994.000	6	105.0000	0	0.00000	9.5097	63.33	4.6681	48.299	5.04
El24-2010Non-restoration	5994.000	6	105.0000	0	0.00000	18.226	64.04	8.8165	91.880	5.19
El24-2011Non-restoration	5994.000	6	105.0000	0	0.00000	14.210	99.85	2.6779	75.624	5.01
El24-2012Non-restoration	5994.000	6	105.0000	1	17.013	17.068	100.32	3.1688	91.345	5.18
El24-2013Non-restoration	7994.000	10	105.0000	8	102.06	93.249	91.37	24.479	425.48	9.03
El24-2014Non-restoration	18500.00	37	105.0000	4	22.049	22.062	100.06	5.4042	89.963	36.09
El25-2014Non-restoration	13500.00	27	105.0000	8	60.432	34.169	56.54	24.617	148.35	26.19
El5b-2015Non-restoration	5500.000	11	105.0000	0	0.00000	15.567	100.37	3.4235	70.258	10.06
El5b-2016Non-restoration	6000.000	12	105.0000	0	0.00000	19.326	67.97	9.4310	85.721	11.36
El5b-2016Restoration	3500.000	7	105.0000	0	0.00000	2.1879	64.82	1.0714	10.632	6.10
ElGr-2014Non-restoration	13500.00	27	105.0000	16	120.86	64.776	53.59	51.309	284.71	26.21
ElGr-2015Non-restoration	13500.00	27	105.0000	7	52.878	25.809	48.81	24.043	116.30	26.26
ElMu-2014Non-restoration	12000.00	24	105.0000	41	348.43	78.061	22.40	238.62	508.76	24.12
ElMu-2015Non-restoration	12500.00	25	105.0000	45	367.12	56.653	15.43	282.66	476.83	26.57
ElUn-2015Non-restoration	6000.000	12	105.0000	0	0.00000	14.269	100.37	3.1812	63.533	11.24
ElUn-2016Non-restoration	6000.000	12	105.0000	5	84.982	30.458	35.84	45.567	158.49	11.20
Grgz-2015Non-restoration	2500.000	5	105.0000	0	0.00000	42.202	61.84	20.556	226.53	4.16
HORM-2015Non-restoration	1500.000	3	105.0000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	105.0000	4	74.166	41.538	56.01	28.798	191.00	10.08
Mim-2014Non-restoration	49000.00	98	105.0000	0	0.00000	1.2940	70.45	0.64006	5.2710	97.58
Mim-2015Non-restoration	29500.00	59	105.0000	2	6.9138	4.8523	70.18	2.4007	19.911	58.28
Mim-2016Non-restoration	39500.00	79	105.0000	3	7.7452	4.4220	57.09	3.1994	18.750	78.57
MIMB-2016Non-restoration	5000.000	10	105.0000	1	20.396	20.408	100.06	4.4323	93.853	9.06
MIMB-2016Restoration	5000.000	10	105.0000	24	489.50	236.50	48.31	211.60	1132.4	9.09
PDAl-2014Non-restoration	28000.00	56	105.0000	202	735.70	129.03	17.54	550.05	984.02	59.47
PDAl-2015Non-restoration	28000.00	56	105.0000	74	269.52	46.568	17.28	202.36	358.95	59.62
PDAl-2016Non-restoration	28000.00	56	105.0000	178	648.29	113.92	17.57	484.42	867.60	59.46
PDAl-2016Restoration	13500.00	27	105.0000	35	264.39	78.133	29.55	161.48	432.88	26.72
Pena-2015Non-restoration	22500.00	45	105.0000	89	403.38	66.124	16.39	306.98	530.06	48.13
Pena-2016Non-restoration	22500.00	45	105.0000	119	539.35	111.40	20.65	382.74	760.05	46.54
Pena-2016Restoration	18500.00	37	105.0000	116	639.43	98.991	15.48	493.45	828.61	39.82
PEPO-2013Non-restoration	2000.000	4	105.0000	5	254.95	193.24	75.80	52.358	1241.4	3.01
Robl-2014Non-restoration	1500.000	3	105.0000	7	475.90	296.79	62.36	89.813	2521.7	2.01
Robl-2015Non-restoration	2000.000	4	105.0000	1	50.989	51.019	100.06	7.1947	361.36	-
Robl-2016Non-restoration	2000.000	4	105.0000	15	764.84	765.29	100.06	107.92	5420.5	3.01
RUBE-2013Non-restoration	2000.000	4	105.0000	0	0.00000	39.171	57.86	19.200	238.75	3.03
SBla-2015Non-restoration	17000.00	34	105.0000	35	209.96	51.080	24.33	139.99	314.90	34.36
SLu2-2015Non-restoration	14500.00	29	105.0000	42	295.39	44.803	15.17	228.74	381.44	31.11
SLui-2014Non-restoration	10500.00	21	105.0000	98	951.80	273.90	28.78	585.54	1547.2	20.58
SLui-2015Non-restoration	15000.00	30	105.0000	32	217.55	43.202	19.86	155.86	303.68	30.82
SLui-2016Non-restoration	16500.00	33	105.0000	79	488.26	106.70	21.85	338.84	703.58	33.64
SLui-2016Restoration	14500.00	29	105.0000	123	865.06	115.09	13.30	691.22	1082.6	32.14
TiVe-2014Non-restoration	14500.00	29	105.0000	0	0.00000	15.924	28.42	34.896	89.968	29.00
TiVe-2015Non-restoration	15000.00	30	105.0000	0	0.00000	7.9630	70.02	3.8929	33.227	29.90
VENA-2015Non-restoration	3000.000	6	105.0000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\SPPI_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	82.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	82.00000	1	1.0240	1.0316	100.74	0.25098	4.1783	43.19
Aguj-2015Non-restoration	22500.00	45	82.00000	4	4.0052	1.9939	49.78	1.8201	8.8131	49.71
AT-2014Non-restoration	8450.000	20	82.00000	0	0.00000	34.854	36.10	52.741	176.74	19.35
AT-2015Non-restoration	6000.000	12	82.00000	1	3.7548	3.7827	100.74	0.83853	16.814	11.29
AT-2016Non-restoration	6000.000	12	82.00000	1	3.7548	3.7827	100.74	0.83853	16.814	11.18
AU-2014Non-restoration	75200.00	114	82.00000	2	0.59917	0.42832	71.49	0.20655	1.7381	119.76
AU-2015Non-restoration	24500.00	49	82.00000	1	0.91955	0.92636	100.74	0.22607	3.7403	48.76
AU-2016Non-restoration	23500.00	47	82.00000	0	0.00000	39.775	32.74	71.138	207.54	47.03
AV-2015Non-restoration	21000.00	42	82.00000	5	5.3640	2.3709	44.20	2.6410	10.895	47.91
AV-2016Non-restoration	20500.00	41	82.00000	0	0.00000	3.3050	100.07	0.81239	13.427	40.90
CaJa-2015Non-restoration	6000.000	12	82.00000	3	11.264	6.0410	53.63	4.6042	27.560	12.23
CaJa-2016Non-restoration	6000.000	12	82.00000	0	0.00000	78.942	46.45	76.911	375.60	11.12
Coy1-2014Non-restoration	7000.000	14	82.00000	0	0.00000	155.22	34.37	250.13	815.41	13.26
Coy1-2015Non-restoration	6500.000	13	82.00000	0	0.00000	91.801	23.41	260.26	591.10	12.53
Coy1-2016Non-restoration	6500.000	13	82.00000	0	0.00000	328.39	29.90	652.64	1848.1	12.32
Coy2-2007Non-restoration	4005.000	4	82.00000	1	5.6252	5.6655	100.72	0.80332	39.391	3.06
Coy2-2008Non-restoration	6057.000	6	82.00000	0	0.00000	61.221	51.95	44.101	314.96	5.04
Coy2-2009Non-restoration	6032.000	6	82.00000	0	0.00000	16.833	99.57	3.1777	89.947	5.11
Coy2-2010Non-restoration	6032.000	6	82.00000	1	3.7349	3.7695	100.93	0.69744	20.001	5.17
Coy2-2011Non-restoration	6032.000	6	82.00000	1	3.7349	3.7658	100.83	0.69828	19.977	5.17
Coy2-2012Non-restoration	6032.000	6	82.00000	0	0.00000	34.800	68.61	14.528	177.07	5.03
Coy2-2013Non-restoration	6032.000	6	82.00000	0	0.00000	67.724	100.15	12.622	362.32	5.01
Coy2-2014Non-restoration	8500.000	17	82.00000	0	0.00000	201.64	28.98	424.22	1141.4	16.46
Coy2-2015Non-restoration	8500.000	17	82.00000	0	0.00000	76.301	28.91	161.09	432.46	16.46
Coy2-2016Non-restoration	10500.00	21	82.00000	0	0.00000	49.902	39.52	65.479	243.46	20.31
Dama-2014Non-restoration	10500.00	21	82.00000	0	0.00000	25.031	42.96	28.670	118.44	20.26
Dama-2015Non-restoration	10500.00	21	82.00000	1	2.1456	2.1615	100.74	0.50757	9.0700	20.71
Dama-2016Non-restoration	11500.00	23	82.00000	1	1.9590	1.9736	100.74	0.46629	8.2306	22.11
EHpO-2015Non-restoration	19000.00	38	82.00000	0	0.00000	12.277	38.12	17.303	59.936	37.61
EHpO-2016Non-restoration	25000.00	50	82.00000	6	5.4070	2.5431	47.03	2.5600	11.420	56.18
EjSP-2015Non-restoration	2000.000	4	82.00000	0	0.00000	22.517	100.07	3.1757	159.42	3.57
EjSP-2016Non-restoration	2000.000	4	82.00000	0	0.00000	51.019	100.06	7.1947	361.36	3.03
EL15-2013Non-restoration	2000.000	4	82.00000	0	0.00000	58.982	57.84	28.910	359.73	3.02
EL15-2014Non-restoration	9500.000	19	82.00000	2	4.7429	3.3102	69.79	1.5965	14.090	19.15
EL15-2015Non-restoration	9500.000	19	82.00000	2	4.7429	3.3102	69.79	1.5965	14.090	19.15
EL15-2016Non-restoration	9500.000	19	82.00000	0	0.00000	80.148	46.66	79.585	370.66	18.20
El24-2008Non-restoration	5991.000	6	82.00000	0	0.00000	15.231	20.28	50.437	111.87	5.38
El24-2009Non-restoration	5994.000	6	82.00000	1	3.7586	3.7872	100.76	0.70326	20.088	5.04
El24-2010Non-restoration	5994.000	6	82.00000	3	11.276	7.8649	69.75	3.2239	39.438	5.32
El24-2011Non-restoration	5994.000	6	82.00000	2	7.5172	4.8257	64.20	2.3437	24.110	5.38
El24-2012Non-restoration	5994.000	6	82.00000	0	0.00000	17.068	100.32	3.1688	91.345	5.18
El24-2013Non-restoration	7994.000	10	82.00000	1	2.8182	2.7765	98.52	0.62596	12.688	9.03
El24-2014Non-restoration	18500.00	37	82.00000	5	6.0889	3.1923	52.43	2.6559	13.960	40.19
El25-2014Non-restoration	13500.00	27	82.00000	0	0.00000	34.169	56.54	24.617	148.35	26.19
El5b-2015Non-restoration	5500.000	11	82.00000	3	12.289	6.5204	53.06	5.0292	30.026	11.14
El5b-2016Non-restoration	6000.000	12	82.00000	4	15.019	11.690	77.83	4.3880	51.408	11.56
El5b-2016Restoration	3500.000	7	82.00000	0	0.00000	2.1879	64.82	1.0714	10.632	6.10
ElGr-2014Non-restoration	13500.00	27	82.00000	1	1.6688	1.6812	100.74	0.40094	6.9461	26.21
ElGr-2015Non-restoration	13500.00	27	82.00000	0	0.00000	25.809	48.81	24.043	116.30	26.26
ElMu-2014Non-restoration	12000.00	24	82.00000	1	1.8774	1.8913	100.74	0.44805	7.8668	24.12
ElMu-2015Non-restoration	12500.00	25	82.00000	1	1.8023	1.8157	100.74	0.43117	7.5338	26.57
ElUn-2015Non-restoration	6000.000	12	82.00000	0	0.00000	14.269	100.37	3.1812	63.533	11.24
ElUn-2016Non-restoration	6000.000	12	82.00000	0	0.00000	30.458	35.84	45.567	158.49	11.20
Grgz-2015Non-restoration	2500.000	5	82.00000	0	0.00000	42.202	61.84	20.556	226.53	4.16
HORM-2015Non-restoration	1500.000	3	82.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	82.00000	2	8.1924	5.5857	68.18	2.6924	24.928	10.67
Mim-2014Non-restoration	49000.00	98	82.00000	6	2.7587	1.3204	47.86	1.2987	5.8597	110.44
Mim-2015Non-restoration	29500.00	59	82.00000	2	1.5274	1.0868	71.15	0.52452	4.4477	61.53
Mim-2016Non-restoration	39500.00	79	82.00000	19	10.837	3.4312	31.66	6.4884	18.099	105.15
MIMB-2016Non-restoration	5000.000	10	82.00000	0	0.00000	20.408	100.06	4.4323	93.853	9.06
MIMB-2016Restoration	5000.000	10	82.00000	1	4.5058	4.5392	100.74	0.97641	20.793	9.09
PDAl-2014Non-restoration	28000.00	56	82.00000	0	0.00000	129.03	17.54	550.05	984.02	59.47
PDAl-2015Non-restoration	28000.00	56	82.00000	0	0.00000	46.568	17.28	202.36	358.95	59.62
PDAl-2016Non-restoration	28000.00	56	82.00000	0	0.00000	113.92	17.57	484.42	867.60	59.46
PDAl-2016Restoration	13500.00	27	82.00000	0	0.00000	78.133	29.55	161.48	432.88	26.72
Pena-2015Non-restoration	22500.00	45	82.00000	2	2.0026	1.4210	70.96	0.68577	5.8479	46.70
Pena-2016Non-restoration	22500.00	45	82.00000	0	0.00000	111.40	20.65	382.74	760.05	46.54
Pena-2016Restoration	18500.00	37	82.00000	0	0.00000	98.991	15.48	493.45	828.61	39.82
PEPO-2013Non-restoration	2000.000	4	82.00000	0	0.00000	193.24	75.80	52.358	1241.4	3.01
Robl-2014Non-restoration	1500.000	3	82.00000	0	0.00000	296.79	62.36	89.813	2521.7	2.01
Robl-2015Non-restoration	2000.000	4	82.00000	0	0.00000	51.019	100.06	7.1947	361.36	-
Robl-2016Non-restoration	2000.000	4	82.00000	0	0.00000	765.29	100.06	107.92	5420.5	3.01
RUBE-2013Non-restoration	2000.000	4	82.00000	0	0.00000	39.171	57.86	19.200	238.75	3.03
SBla-2015Non-restoration	17000.00	34	82.00000	0	0.00000	51.080	24.33	139.99	314.90	34.36
SLu2-2015Non-restoration	14500.00	29	82.00000	1	1.5537	1.5652	100.74	0.37465	6.4435	31.11
SLui-2014Non-restoration	10500.00	21	82.00000	0	0.00000	273.90	28.78	585.54	1547.2	20.58
SLui-2015Non-restoration	15000.00	30	82.00000	0	0.00000	43.202	19.86	155.86	303.68	30.82
SLui-2016Non-restoration	16500.00	33	82.00000	1	1.3654	1.3755	100.74	0.33118	5.6293	33.64
